,Unnamed: 0,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
664,14,Sam Gagner,EDM,30,"Aug. 10, 1989",Canada,200 lbs - 91 kg,"5'11"" - 180 cm","RW, C",Right,6 - Round 1 - 2007 (EDM),,,,42,7,8,15,0.36,-4,88,0.08,15:26,9.21,88,132,112,0.85,8.14,12.21,10.36,306,323,48.65,531,533,49.91,426,418,50.47,29.96,27.11,52.5,,,,,,,,,DET,Standard (1-way),✔,"Sep. 26, 2020",30,,,,1,UFA,UFA,2021,"$850,000 ",1.00%,"$850,000 ","$850,000 ","$850,000 ","$850,000 ",$0 ,$0 
665,15,Jérémy Lauzon,NSH,23,"Apr. 28, 1997",Canada,204 lbs - 93 kg,"6'1"" - 185 cm",LD/RD,Left,52 - Round 2 - 2015 (BOS),,,,41,1,7,8,0.2,8,48,0.02,18:42,1.36,48,98,65,0.11,3.75,7.66,5.08,353,384,47.9,602,719,45.57,478,543,46.82,25.97,31.57,45.13,,,,,,,,,BOS,Standard (1-way),✔,"Feb. 14, 2020",23,,,,2,RFA,RFA,2022,"$850,000 ",1.00%,"$850,000 ","$800,000 ","$700,000 ","$800,000 ","$100,000 ",$0 
666,16,Caleb Jones,COL,23,"Jun. 6, 1997",United States,194 lbs - 88 kg,"6'1"" - 185 cm",LD/RD,Left,117 - Round 4 - 2015 (EDM),,,,33,0,4,4,0.12,-7,23,0,13:36,0.68,23,55,31,0.09,3.18,7.6,4.28,177,190,48.23,330,374,46.88,245,269,47.67,14.75,17.7,45.45,,,,,,,,,EDM,Standard (1-way),✔,"Jan. 15, 2020",23,,,,2,RFA,RFA,2022,"$850,000 ",1.00%,"$850,000 ","$800,000 ","$750,000 ","$800,000 ","$50,000 ",$0 
667,17,Chris Driedger,SEA,26,18-May-94,Canada,205 lbs - 93 kg,"6'4"" - 193 cm",G,Left,76 - Round 3 - 2012 (OTT),,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,3,2.07,0.927,2.06,2.37,0.3,FLA,Standard (2-way),✔,"Apr. 30, 2019",25,,,,2,UFA,UFA,2021,"$850,000 ",1.10%,"$850,000 ","$950,000 ","$850,000 ","$200,000 ","$100,000 ",$0 
668,18,Rasmus Asplund,FLA,22,"Dec. 3, 1997",Sweden,190 lbs - 86 kg,"5'11"" - 180 cm","LW, C",Left,33 - Round 2 - 2016 (BUF),,,,28,7,4,11,0.39,1,34,0.21,12:51,3.78,34,45,41,0.63,5.67,7.5,6.83,172,223,43.54,262,351,42.74,212,294,41.9,15.12,16.23,48.23,,,,,,,,,BUF,Entry-Level,,23-May-18,20,,,,3,ELC,RFA,2021,"$845,000 ",1.10%,"$925,000 ","$925,000 ","$832,500 ","$70,000 ","$92,500 ",$0 
669,19,Philipp Kurashev,CHI,20,"Oct. 12, 1999",Switzerland,190 lbs - 86 kg,"6'0"" - 183 cm","LW, C, RW",Left,120 - Round 4 - 2018 (CHI),,,,54,8,8,16,0.3,-9,65,0.12,13:04,6.53,65,106,84,0.55,5.52,9.01,7.14,346,379,47.72,607,611,49.84,429,468,47.83,26.36,29.51,47.18,,,,,,,,,CHI,Entry-Level,,"Mar. 12, 2019",19,,,,3,ELC,RFA,2022,"$842,500 ",1.10%,"$925,000 ","$842,500 ","$750,000 ","$70,000 ","$92,500 ","$82,500 "
670,20,Ryan McLeod,EDM,20,"Sep. 21, 1999",Canada,201 lbs - 91 kg,"6'3"" - 191 cm",C,Left,40 - Round 2 - 2018 (EDM),,,,10,0,1,1,0.1,-2,3,0,12:47,0.28,3,12,7,0.15,1.59,6.35,3.7,52,49,51.49,101,93,52.06,73,69,51.41,4.33,4.09,51.43,,,,,,,,,EDM,Entry-Level,,1-May-19,19,,,,3,ELC,RFA,2022,"$834,167 ",1.00%,"$925,000 ","$842,500 ","$750,000 ","$70,000 ","$92,500 ","$82,500 "
671,21,Libor Hájek,,22,"Feb. 4, 1998",Czech Republic,203 lbs - 92 kg,"6'2"" - 188 cm",LD,Left,37 - Round 2 - 2016 (TBL),,,,44,2,2,4,0.09,2,33,0.06,15:16,1.39,33,56,46,0.12,2.95,5,4.11,252,392,39.13,414,720,36.51,334,560,37.36,19.11,31,38.14,,,,,,,,,TBL,Entry-Level,,"Mar. 21, 2017",19,,,,3,ELC,RFA,2021,"$833,333 ",1.20%,"$894,166 ","$832,500 ","$832,500 ","$70,000 ",$0 ,$0 
672,22,Taro Hirose,DET,24,"Jun. 30, 1996",Canada,162 lbs - 73 kg,"5'10"" - 178 cm",LW,Left,,,,,6,0,2,2,0.33,2,10,0,14:22,0.51,10,11,10,0.35,6.96,7.65,6.96,53,32,62.35,86,50,63.24,73,43,62.93,5.53,2.27,70.9,,,,,,,,,DET,Standard (2-way),✔,"Oct. 8, 2020",24,✔,,,1,UFA,UFA Group 6,2021,"$825,000 ",1.00%,"$825,000 ","$825,000 ","$825,000 ","$125,000 ",$0 ,$0 
673,23,Keith Kinkaid,NJD,30,"Jul. 4, 1989",United States,186 lbs - 84 kg,"6'3"" - 191 cm",G,Left,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2.6,0.898,2.59,2.08,-0.51,NYR,Standard (1-way),,"Oct. 9, 2020",30,,,,2,UFA,UFA,2022,"$825,000 ",1.00%,"$825,000 ","$750,000 ","$750,000 ","$750,000 ",$0 ,$0 
674,24,Zack MacEwen,OTT,23,"Jul. 8, 1996",Canada,205 lbs - 93 kg,"6'3"" - 191 cm","RW, C",Right,,,,✔,34,1,1,2,0.06,-2,31,0.03,8:38,1.97,29,49,38,0.47,6.94,11.73,9.1,104,114,47.71,211,232,47.63,151,178,45.9,8.71,10.11,46.26,,,,,,,,,VAN,Standard (1-way),✔,"Oct. 6, 2020",23,✔,,,2,RFA,RFA,2022,"$825,000 ",1.00%,"$825,000 ","$700,000 ","$700,000 ","$700,000 ",$0 ,$0 
675,25,Nicholas Robertson,TOR,18,"Sep. 11, 2001",United States,178 lbs - 81 kg,"5'9"" - 175 cm","LW, RW",Left,53 - Round 2 - 2019 (TOR),,,,6,0,1,1,0.17,1,9,0,9:25,0.77,9,18,14,0.82,9.55,19.09,14.85,21,20,51.22,45,42,51.72,31,28,52.54,1.77,1.4,55.84,,,,,,,,,TOR,Entry-Level,,"Sep. 19, 2019",17,,,,3,ELC,RFA,2024,"$821,667 ",1.00%,"$821,667 ",$0 ,"($85,000)",$0 ,"$85,000 ",$0 
676,26,Maxime Comtois,CAR,21,"Jan. 8, 1999",Canada,214 lbs - 97 kg,"6'2"" - 188 cm",LW,Left,50 - Round 2 - 2017 (ANA),,,,55,16,17,33,0.6,3,94,0.17,15:28,12.8,94,181,145,0.9,6.64,12.78,10.24,431,375,53.47,835,690,54.75,626,520,54.62,42.89,36.17,54.25,,,,,,,,,ANA,Entry-Level,,"Mar. 3, 2018",19,,,,3,ELC,RFA,2021,"$820,000 ",1.10%,"$925,000 ","$925,000 ","$832,500 ","$70,000 ","$92,500 ",$0 
677,27,Mackenzie Entwistle,CHI,20,"Jul. 14, 1999",Canada,181 lbs - 82 kg,"6'3"" - 191 cm","LW, C",Right,69 - Round 3 - 2017 (ARI),,,,5,1,1,2,0.4,1,6,0.17,9:49,0.56,6,8,7,0.7,7.33,9.77,8.56,18,40,31.03,26,64,28.89,20,51,28.17,1.58,3.81,29.31,,,,,,,,,CHI,Entry-Level,,"Oct. 16, 2018",18,,,,3,ELC,RFA,2022,"$811,667 ",1.10%,"$894,167 ","$842,500 ","$750,000 ","$70,000 ","$92,500 ","$82,500 "
678,28,Janne Kuokkanen,,22,25-May-98,Finland,193 lbs - 88 kg,"6'1"" - 185 cm","LW, C",Left,43 - Round 2 - 2016 (CAR),,,,50,8,17,25,0.5,-11,61,0.13,14:46,8.06,61,113,97,0.65,4.96,9.18,7.88,347,343,50.29,688,590,53.83,511,468,52.2,31.41,31.61,49.84,,,,,,,,,CAR,Entry-Level,,"Mar. 23, 2017",19,,,,3,ELC,RFA,2021,"$811,666 ",1.10%,"$894,166 ","$800,000 ","$800,000 ","$70,000 ",$0 ,"$32,500 "
679,29,Mikhail Maltsev,LAK,22,"Mar. 12, 1998",Russia,198 lbs - 90 kg,"6'3"" - 191 cm","C, LW",Left,102 - Round 4 - 2016 (NJD),,,,33,6,3,9,0.27,-4,55,0.11,11:26,5.84,55,110,82,0.93,8.74,17.47,13.02,190,206,47.98,362,335,51.94,267,271,49.63,15.6,17.16,47.62,,,,,,,,,NJD,Entry-Level,,13-May-19,21,,,,3,ELC,RFA,2022,"$809,167 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
680,30,Simon Benoit,TOR,21,"Sep. 19, 1998",Canada,208 lbs - 94 kg,"6'3"" - 191 cm",LD,Left,,,,,6,0,0,0,0,-3,3,0,17:11,0.14,3,8,6,0.08,1.74,4.65,3.49,45,50,47.37,83,95,46.63,61,69,46.92,3.66,3.86,48.67,,,,,,,,,ANA,Entry-Level,,"Mar. 4, 2019",20,,,,3,ELC,RFA,2022,"$809,166 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$57,500 ","$92,500 ","$132,500 "
681,31,Jonas Siegenthaler,NJD,23,6-May-97,Switzerland,210 lbs - 95 kg,"6'3"" - 191 cm",LD,Left,57 - Round 2 - 2015 (WSH),,,,15,0,0,0,0,-9,7,0,15:36,0.26,7,29,18,0.07,1.79,7.43,4.61,95,124,43.38,174,246,41.43,133,176,43.04,7.48,12.2,38.01,,,,,,,,,WSH,Standard (1-way),,"Oct. 21, 2020",23,,,,1,RFA,RFA,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
682,32,Jayce Hawryluk,,24,"Jan. 1, 1996",Canada,196 lbs - 89 kg,"5'10"" - 178 cm","RW, LW",Right,32 - Round 2 - 2014 (FLA),,,,30,2,3,5,0.17,-7,18,0.11,9:38,2.06,16,30,21,0.54,4.13,7.76,5.44,114,120,48.72,192,228,45.71,145,171,45.89,7.56,9.6,44.06,,,,,,,,,VAN,Standard (2-way),,"Oct. 19, 2020",24,✔,,,1,UFA,UFA No QO,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$200,000 ",$0 ,$0 
683,33,Aaron Dell,LAK,31,4-May-89,Canada,205 lbs - 93 kg,"6'0"" - 183 cm",G,Left,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,4.14,0.857,4.13,2.3,-1.84,TOR,Standard (1-way),,"Oct. 13, 2020",31,,,,1,UFA,UFA,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
684,34,Trevor van Riemsdyk,WSH,28,"Jul. 24, 1991",United States,192 lbs - 87 kg,"6'2"" - 188 cm",RD,Right,,,,,20,1,2,3,0.15,-1,23,0.04,17:04,0.59,20,43,32,0.11,3.73,8.01,5.96,152,155,49.51,279,289,49.12,217,213,50.47,12.82,10.89,54.07,,,,,,,,,WSH,Standard (1-way),,"Oct. 10, 2020",28,,,,1,UFA,UFA,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
685,35,Luke Schenn,NSH,30,"Nov. 2, 1989",Canada,227 lbs - 103 kg,"6'2"" - 188 cm",RD,Right,5 - Round 1 - 2008 (TOR),,,,38,2,2,4,0.11,2,43,0.05,10:45,1.61,43,90,65,0.24,6.31,13.21,9.53,201,184,52.21,360,325,52.55,280,252,52.63,16.67,13.63,55.02,,,,,,,,,TBL,Standard (1-way),,"Oct. 29, 2020",30,,,,1,UFA,UFA,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
686,36,Curtis Lazar,NJD,25,"Feb. 2, 1995",Canada,211 lbs - 96 kg,"6'0"" - 183 cm","RW, C",Right,17 - Round 1 - 2013 (OTT),,,,50,7,6,13,0.26,-6,55,0.13,13:19,7.93,54,90,78,0.73,4.98,8.3,7.19,267,371,41.85,449,661,40.45,363,509,41.63,22.39,30.84,42.06,,,,,,,,,BUF,Standard (1-way),✔,"Sep. 24, 2020",25,✔,,,2,RFA,UFA,2022,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
687,37,Adin Hill,VGK,24,11-May-96,Canada,202 lbs - 92 kg,"6'6"" - 198 cm",G,Left,76 - Round 3 - 2015 (ARI),,,✔,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,2,2.75,0.913,2.74,2.7,-0.05,ARI,Standard (1-way),✔,"Sep. 15, 2020",24,✔,,,1,RFA,RFA,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
688,38,Kevin Lankinen,NSH,25,"Apr. 28, 1995",Finland,185 lbs - 84 kg,"6'2"" - 188 cm",G,Left,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,2,3.01,0.91,3.01,2.81,-0.2,CHI,Standard (2-way),✔,"Apr. 2, 2020",25,✔,,,2,RFA,UFA,2022,"$800,000 ",1.00%,"$800,000 ","$750,000 ","$750,000 ","$500,000 ",$0 ,$0 
689,39,Steven Kampfer,UTA,31,"Sep. 24, 1988",United States,198 lbs - 90 kg,"5'11"" - 180 cm",RD,Right,93 - Round 4 - 2007 (ANA),,,,20,2,3,5,0.25,3,28,0.07,16:42,0.89,27,48,39,0.17,5.22,9.27,7.54,180,162,52.63,284,285,49.91,231,216,51.68,11.41,12.19,48.35,,,,,,,,,BOS,Standard (1-way),✔,"Jun. 24, 2019",30,,,,2,UFA,UFA,2021,"$800,000 ",1.00%,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
690,40,Nikolai Knyzhov,SJS,22,"Mar. 20, 1998",Russia,195 lbs - 88 kg,"6'2"" - 188 cm",LD/RD,Left,,,,,56,2,8,10,0.18,-9,51,0.04,16:44,1.27,49,94,61,0.08,3.21,6.15,3.99,438,464,48.56,788,856,47.93,603,650,48.12,34.84,41.99,45.35,,,,,,,,,SJS,Entry-Level,,"Jul. 2, 2019",21,,,,3,ELC,10.2(c),2022,"$796,667 ",1.00%,"$810,000 ","$780,000 ","$700,000 ","$70,000 ","$80,000 ","$20,000 "
691,41,Zdeno Chara,,43,"Mar. 18, 1977",Slovakia,250 lbs - 113 kg,"6'9"" - 206 cm",LD,Left,56 - Round 3 - 1996 (NYI),,,,55,2,8,10,0.18,5,67,0.03,18:19,1.81,64,141,94,0.11,3.89,8.58,5.72,405,530,43.32,742,954,43.75,556,738,42.97,37.43,44.48,45.7,,,,,,,,,WSH,35+ (1-way),,"Dec. 30, 2020",43,,,NMC,1,UFA,UFA,2021,"$795,000 ",1.00%,"$1,525,000 ","$795,000 ","$795,000 ","$795,000 ",$0 ,"$730,000 "
692,42,Kevin Bahl,NJD,20,"Jun. 27, 2000",Canada,216 lbs - 98 kg,"6'6"" - 198 cm",LD,Left,55 - Round 2 - 2018 (ARI),,,,7,0,2,2,0.29,0,5,0,16:55,0.09,5,10,6,0.05,2.52,5.07,3.04,34,60,36.17,72,111,39.34,52,87,37.4,2.49,5.65,30.59,,,,,,,,,ARI,Entry-Level,,"Mar. 15, 2019",19,,,,3,ELC,RFA,2023,"$795,000 ",1.00%,"$902,500 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
693,43,Jason Robertson,DAL,20,"Jul. 22, 1999",United States,194 lbs - 88 kg,"6'2"" - 188 cm","LW, RW",Left,39 - Round 2 - 2017 (DAL),,,,51,17,28,45,0.88,13,127,0.13,16:53,12.22,128,205,158,0.85,8.92,14.28,11.01,531,349,60.34,925,599,60.7,714,463,60.66,50,33.74,59.71,,,,,,,,,DAL,Entry-Level,,3-May-18,18,,,,3,ELC,RFA,2022,"$795,000 ",1.10%,"$894,167 ","$842,500 ","$750,000 ","$70,000 ","$92,500 ","$82,500 "
694,44,Fredrik Händemark,,26,"Aug. 27, 1993",Sweden,210 lbs - 95 kg,"6'4"" - 193 cm",C,Left,,,,,8,1,0,1,0.13,-3,5,0.2,9:27,0.86,5,8,6,0.68,3.97,6.35,4.76,32,29,52.46,51,61,45.54,44,41,51.76,2.67,2.65,50.19,,,,,,,,,SJS,Entry-Level,,4-May-20,26,,,,1,ELC,UFA,2021,"$792,500 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
695,45,Radim Zohorna,PIT,24,"Apr. 29, 1996",Czech Republic,220 lbs - 100 kg,"6'6"" - 198 cm","LW, RW",Left,,,,,8,2,2,4,0.5,4,8,0.25,9:01,0.98,8,11,10,0.81,6.65,9.14,8.31,41,29,58.57,65,52,55.56,54,40,57.45,3.37,2.54,57.02,,,,,,,,,PIT,Entry-Level,,"Apr. 29, 2020",24,,,,1,ELC,RFA,2021,"$792,500 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
696,46,Dakota Joshua,VAN,24,15-May-96,United States,183 lbs - 83 kg,"6'2"" - 188 cm",LW,Left,128 - Round 5 - 2014 (TOR),,,,12,1,0,1,0.08,-3,9,0.11,8:58,0.57,9,11,9,0.32,5.01,6.13,5.01,33,42,44,59,83,41.55,40,64,38.46,1.45,3.29,30.59,,,,,,,,,STL,Entry-Level,,"Jul. 12, 2019",23,,,,2,ELC,RFA,2021,"$792,500 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
697,47,Lucas Carlsson,FLA,22,"Jul. 5, 1997",Sweden,190 lbs - 86 kg,"6'0"" - 183 cm",LD,Left,110 - Round 4 - 2016 (CHI),,,,12,0,1,1,0.08,1,10,0,13:03,0.28,10,18,12,0.11,3.83,6.89,4.59,63,85,42.57,119,142,45.59,82,116,41.41,5.85,5.9,49.79,,,,,,,,,CHI,Entry-Level,,21-May-18,20,,,,3,ELC,UFA No QO,2021,"$792,500 ",1.10%,"$925,000 ","$842,500 ","$750,000 ","$70,000 ","$92,500 ","$82,500 "
698,48,Nicolas Hague,VGK,21,"Dec. 5, 1998",Canada,221 lbs - 100 kg,"6'6"" - 198 cm",LD,Left,34 - Round 2 - 2017 (VGK),,,,52,5,12,17,0.33,14,78,0.06,15:59,3.17,76,181,116,0.24,5.63,13.42,8.6,398,343,53.71,763,671,53.21,561,481,53.84,37.4,30.37,55.19,,,,,,,,,VGK,Entry-Level,,"Sep. 29, 2017",18,,,,3,ELC,RFA,2022,"$791,667 ",1.10%,"$863,333 ","$750,000 ","$750,000 ","$70,000 ",$0 ,"$82,500 "
699,49,Oliver Kylington,CGY,23,19-May-97,Sweden,183 lbs - 83 kg,"6'0"" - 183 cm",LD/RD,Left,60 - Round 2 - 2015 (CGY),,,,8,0,1,1,0.13,-1,7,0,13:04,0.14,6,11,7,0.09,4.01,7.34,4.67,43,41,51.19,80,72,52.63,59,63,48.36,3.59,2.95,54.89,,,,,,,,,CGY,Standard (2-way),,"Dec. 18, 2020",23,,,,1,RFA,RFA,2021,"$787,500 ",1.00%,"$787,500 ","$787,500 ","$787,500 ","$70,000 ",$0 ,$0 
700,0,Niko Mikkola,FLA,24,"Apr. 27, 1996",Finland,185 lbs - 84 kg,"6'4"" - 193 cm",LD,Left,127 - Round 5 - 2015 (STL),,,✔,30,1,2,3,0.1,-11,22,0.05,14:31,0.96,22,46,34,0.14,3.32,6.95,5.13,133,187,41.56,257,393,39.54,192,279,40.76,10.29,17.48,37.04,,,,,,,,,STL,Standard (1-way),✔,"Jan. 30, 2020",24,✔,,,2,RFA,RFA,2022,"$787,500 ",1.00%,"$787,500 ","$787,500 ","$787,500 ","$787,500 ",$0 ,$0 
701,1,Jeffrey Viel,WPG,23,"Jan. 28, 1997",Canada,195 lbs - 88 kg,"6'0"" - 183 cm",LW,Left,,,,,11,0,0,0,0,-7,10,0,7:16,1.02,10,15,11,0.77,7.5,11.26,8.26,33,46,41.77,66,77,46.15,52,60,46.43,3.82,4.24,47.39,,,,,,,,,SJS,Entry-Level,,29-May-19,22,,,,2,ELC,RFA,2021,"$780,000 ",1.00%,"$800,000 ","$780,000 ","$700,000 ","$70,000 ","$80,000 ","$20,000 "
702,2,Alexander Chmelevski,SJS,21,"Jun. 9, 1999",United States,187 lbs - 85 kg,"6'0"" - 183 cm",C,Right,185 - Round 6 - 2017 (SJS),,,,5,0,2,2,0.4,-2,8,0,9:45,0.5,7,8,7,0.88,12.31,14.07,12.31,23,22,51.11,29,32,47.54,26,26,50,1.28,1.67,43.39,,,,,,,,,SJS,Entry-Level,,"Apr. 3, 2018",19,,,,3,ELC,RFA,2022,"$778,333 ",1.00%,"$927,500 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
703,3,Dillon Dubé,CGY,21,"Jul. 20, 1998",Canada,187 lbs - 85 kg,"5'11"" - 180 cm","LW, RW, C",Left,56 - Round 2 - 2016 (CGY),,,,51,11,11,22,0.43,-1,84,0.13,13:38,7.39,73,142,106,0.69,6.77,13.18,9.84,327,322,50.39,620,531,53.87,466,418,52.71,25.93,26.56,49.4,,,,,,,,,CGY,Entry-Level,,"Mar. 24, 2017",18,,,,3,ELC,RFA,2021,"$778,333 ",1.10%,"$910,833 ","$800,000 ","$800,000 ","$70,000 ",$0 ,"$32,500 "
704,4,Yegor Sharangovich,CGY,22,"Jun. 6, 1998",Belarus,195 lbs - 88 kg,"6'2"" - 188 cm","C, LW, RW",Left,141 - Round 5 - 2018 (NJD),,,,54,16,14,30,0.56,-4,114,0.14,16:48,11.53,114,212,167,0.76,7.54,14.02,11.04,409,483,45.85,778,824,48.56,582,658,46.94,38.47,49.02,43.97,,,,,,,,,NJD,Entry-Level,,"Jul. 17, 2018",20,,,,3,ELC,RFA,2021,"$775,833 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
705,5,Gustav Lindström,ANA,21,"Oct. 20, 1998",Sweden,194 lbs - 88 kg,"6'2"" - 188 cm",RD,Right,38 - Round 2 - 2017 (DET),,,,13,0,3,3,0.23,1,8,0,16:07,0.32,8,20,14,0.09,2.29,5.73,4.01,78,112,41.05,131,215,37.86,105,158,39.92,7.82,8.63,47.54,,,,,,,,,DET,Entry-Level,,25-May-18,19,,,,3,ELC,RFA,2021,"$775,833 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
706,6,Marian Studenic,SEA,21,"Oct. 28, 1998",Slovakia,165 lbs - 75 kg,"6'0"" - 183 cm","LW, RW",Left,143 - Round 5 - 2017 (NJD),,,,8,1,1,2,0.25,-2,7,0.14,10:46,0.53,7,9,8,0.37,4.87,6.26,5.57,34,44,43.59,58,78,42.65,45,57,44.12,2.54,3.98,38.96,,,,,,,,,NJD,Entry-Level,,"Apr. 2, 2018",19,,,,3,ELC,RFA,2021,"$775,833 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$65,000 ","$92,500 ","$132,500 "
707,7,Carsen Twarynski,,22,"Nov. 24, 1997",Canada,198 lbs - 90 kg,"6'2"" - 188 cm",LW,Left,82 - Round 3 - 2016 (PHI),,,,7,0,0,0,0,-3,4,0,8:51,0.24,4,7,6,0.23,3.87,6.78,5.81,13,36,26.53,26,66,28.26,19,51,27.14,0.52,3.5,12.94,,,,,,,,,PHI,Entry-Level,,"Mar. 11, 2018",20,,,,3,ELC,RFA,2021,"$775,833 ",1.00%,"$925,000 ","$792,500 ","$700,000 ","$70,000 ","$92,500 ","$132,500 "
708,8,Nicolas Petan,NYR,25,"Mar. 22, 1995",Canada,175 lbs - 79 kg,"5'9"" - 175 cm","C, LW, RW",Left,43 - Round 2 - 2013 (WPG),,,,7,0,1,1,0.14,-2,8,0,10:16,0.76,8,14,13,0.63,6.67,11.68,10.84,33,37,47.14,58,61,48.74,47,51,47.96,3.17,2.44,56.51,,,,,,,,,TOR,Standard (1-way),✔,"Mar. 21, 2019",24,✔,,,2,RFA,UFA No QO,2021,"$775,000 ",1.00%,"$775,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
709,9,Conor Garland,VAN,24,"Mar. 11, 1996",United States,165 lbs - 75 kg,"5'10"" - 178 cm","RW, LW",Right,123 - Round 5 - 2015 (ARI),,,✔,49,12,27,39,0.8,-3,135,0.09,17:55,12.11,135,241,185,0.83,9.22,16.47,12.64,506,370,57.76,928,660,58.44,703,522,57.39,48.61,39.43,55.21,,,,,,,,,ARI,Standard (1-way),✔,"Feb. 27, 2019",23,,,,2,RFA,RFA,2021,"$775,000 ",1.00%,"$775,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
710,10,Trevor Moore,LAK,25,"Mar. 31, 1995",United States,185 lbs - 84 kg,"5'10"" - 178 cm","LW, RW",Left,,,,✔,56,10,13,23,0.41,-5,88,0.11,14:32,10.82,86,158,133,0.83,6.6,12.12,10.19,344,415,45.32,638,777,45.09,495,590,45.62,30.35,40.4,42.9,,,,,,,,,TOR,Standard (1-way),✔,"Jan. 13, 2019",24,✔,,,2,RFA,RFA,2021,"$775,000 ",1.00%,"$775,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
711,11,Tucker Poolman,VAN,27,"Jun. 8, 1993",United States,199 lbs - 90 kg,"6'2"" - 188 cm",RD,Right,127 - Round 5 - 2013 (WPG),,,,39,0,1,1,0.03,-2,50,0,18:18,1.71,50,97,70,0.14,4.2,8.15,5.88,301,383,44.01,558,709,44.04,410,536,43.34,23.76,36.18,39.64,,,,,,,,,WPG,Standard (1-way),,"Jul. 24, 2018",25,✔,,,3,RFA,UFA,2021,"$775,000 ",1.00%,"$775,000 ","$850,000 ","$850,000 ","$850,000 ",$0 ,$0 
712,12,Riley Stillman,BUF,22,"Mar. 9, 1998",Canada,196 lbs - 89 kg,"6'1"" - 185 cm",LD,Left,114 - Round 4 - 2016 (FLA),,,,21,1,0,1,0.05,5,29,0.03,15:22,1.08,29,55,36,0.2,5.39,10.23,6.69,161,206,43.87,273,351,43.75,211,266,44.23,14.53,16.26,47.19,,,,,,,,,FLA,Entry-Level,,"Mar. 3, 2018",20,,,,3,ELC,RFA,2021,"$773,333 ",1.00%,"$900,000 ","$785,000 ","$700,000 ","$62,500 ","$85,000 ","$65,000 "
713,13,Jack Studnicka,SJS,21,"Feb. 18, 1999",Canada,171 lbs - 78 kg,"6'1"" - 185 cm","RW, C",Right,53 - Round 2 - 2017 (BOS),,,,20,1,2,3,0.15,-3,28,0.04,12:45,2.54,25,47,36,0.64,6.29,11.82,9.05,89,121,42.38,167,213,43.95,136,167,44.88,7.11,8.07,46.84,,,,,,,,,BOS,Entry-Level,,"Sep. 26, 2017",18,,,,3,ELC,RFA,2022,"$769,167 ",1.10%,"$863,333 ","$725,000 ","$725,000 ","$70,000 ",$0 ,"$107,500 "
