,Unnamed: 0,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
754,4,Kaedan Korczak,VGK,22,"Jan. 29, 2001",Canada,192 lbs - 87 kg,"6'3"" - 191 cm",RD,Right,41 - Round 2 - 2019 (VGK),,,,26,1,8,9,0.35,12,32,0.03,16:30,1.06,32,81,45,0.15,4.47,11.33,6.29,214,177,54.73,432,423,50.53,300,285,51.28,19.59,17.51,52.8,,,,,,,,,VGK,Entry-Level,,"Dec. 21, 2019",18,,,,3,ELC,RFA,2024,"$789,167 ",1.00%,"$905,000 ","$775,000 ","$775,000 ","$70,000 ",$0 ,"$82,500 "
755,5,Joel Hanley,CGY,32,"Jun. 8, 1991",Canada,190 lbs - 86 kg,"5'11"" - 180 cm",LD/RD,Left,,,,,42,1,4,5,0.12,3,19,0.05,13:53,1,19,66,37,0.1,1.95,6.79,3.8,253,254,49.9,583,515,53.1,392,361,52.06,23.36,21.62,51.93,,,,,,,,,DAL,Standard (1-way),,"Jul. 1, 2023",32,,,,2,UFA,UFA,2025,"$787,500 ",0.90%,"$787,500 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
756,6,Tyler Pitlick,NYR,31,"Nov. 1, 1991",United States,200 lbs - 91 kg,"6'2"" - 188 cm",RW,Right,31 - Round 2 - 2010 (EDM),,,,34,1,3,4,0.12,-6,32,0.03,10:11,3.32,32,65,47,0.56,5.54,11.25,8.13,125,171,42.23,251,381,39.72,178,267,40,11.48,17.11,40.15,,,,,,,,,NYR,Standard (1-way),,"Jul. 1, 2023",31,,,,1,UFA,UFA,2024,"$787,500 ",0.90%,"$787,500 ","$787,500 ","$787,500 ","$787,500 ",$0 ,$0 
757,7,Julien Gauthier,NYI,25,"Oct. 15, 1997",Canada,227 lbs - 103 kg,"6'4"" - 193 cm",RW,Right,21 - Round 1 - 2016 (CAR),,,,27,5,4,9,0.33,-5,32,0.16,10:10,3.3,32,58,43,0.72,6.99,12.67,9.4,92,155,37.25,193,329,36.97,131,223,37.01,7.94,13.15,37.65,,,,,,,,,NYI,Standard (1-way),,"Jul. 5, 2023",25,,,,2,UFA,UFA,2025,"$787,500 ",0.90%,"$787,500 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
758,8,Olle Lycksell,PHI,23,"Aug. 24, 1999",Sweden,165 lbs - 75 kg,"5'10"" - 178 cm",RW,Left,168 - Round 6 - 2017 (PHI),,,Yes,18,1,4,5,0.28,0,29,0.03,9:56,3.88,29,45,39,1.3,9.72,15.08,13.07,83,54,60.58,188,146,56.29,136,83,62.1,8.81,5.61,61.1,,,,,,,,,PHI,Standard (2-way),,"Jul. 13, 2023",23,Yes,,,2,RFA,RFA,2025,"$787,500 ",0.90%,"$787,500 ","$775,000 ","$775,000 ","$200,000 ",$0 ,$0 
759,9,Jakub Lauko,BOS,23,"Mar. 28, 2000",Czech Republic,179 lbs - 81 kg,"6'0"" - 183 cm","LW, RW",Left,77 - Round 3 - 2018 (BOS),,,,60,2,8,10,0.17,-3,43,0.05,9:49,6.24,43,97,68,0.64,4.38,9.88,6.92,195,257,43.14,408,564,41.98,294,374,44.01,18.57,21.87,45.93,,,,,,,,,BOS,Standard (2-way),,"Jul. 5, 2023",23,,,,2,RFA,RFA,2025,"$787,500 ",0.90%,"$787,500 ","$775,000 ","$775,000 ","$200,000 ",$0 ,$0 
760,10,Austin Watson,TBL,31,"Jan. 13, 1992",United States,204 lbs - 93 kg,"6'4"" - 193 cm","RW, LW",Right,18 - Round 1 - 2010 (NSH),,,,33,2,2,4,0.12,2,17,0.12,7:15,1.72,17,34,25,0.43,4.25,8.51,6.26,72,104,40.9,170,240,41.46,111,158,41.26,5.93,8.61,40.76,,,,,,,,,TBL,Standard (1-way),,"Oct. 9, 2023",31,,,,1,UFA,UFA,2024,"$776,665 ",0.90%,"$776,665 ","$776,665 ","$776,665 ","$776,665 ",$0 ,$0 
761,11,William Lockwood,FLA,25,"Jun. 20, 1998",United States,172 lbs - 78 kg,"5'11"" - 180 cm",RW,Right,64 - Round 3 - 2016 (VAN),,,,26,0,1,1,0.04,2,19,0,8:11,2.13,19,37,29,0.6,5.35,10.41,8.16,99,75,56.9,187,164,53.28,133,117,53.2,7.19,5.52,56.57,,,,,,,,,FLA,Standard (2-way),,"Jul. 2, 2023",25,,,,2,UFA,UFA,2025,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$275,000 ",$0 ,$0 
762,12,Nick Seeler,PHI,30,"Jun. 3, 1993",United States,201 lbs - 91 kg,"6'2"" - 188 cm",LD/RD,Left,131 - Round 5 - 2011 (MIN),,,,71,1,12,13,0.18,9,100,0.01,16:56,3.54,100,225,150,0.18,4.99,11.22,7.48,664,581,53.33,1259,1393,47.47,926,878,51.33,58.11,58.47,49.85,,,,,,,,,PHI,Standard (2-way),Yes,19-May-22,29,,,,2,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$800,000 ","$800,000 ","$350,000 ",$0 ,$0 
763,13,Kiefer Sherwood,NSH,28,"Mar. 21, 1995",United States,194 lbs - 88 kg,"6'0"" - 183 cm","LW, RW",Right,,,,,68,10,17,27,0.4,17,110,0.09,12:10,11.05,109,216,165,0.8,7.9,15.66,11.96,419,400,51.16,842,758,52.62,618,553,52.78,40.25,36.54,52.41,,,,,,,,,NSH,Standard (1-way),Yes,"Apr. 16, 2023",28,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
764,14,Carson Meyer,CBJ,25,"Aug. 18, 1997",United States,180 lbs - 82 kg,"5'11"" - 180 cm",RW,Right,179 - Round 6 - 2017 (CBJ),,,,14,1,1,2,0.14,-2,10,0.1,9:07,1.79,10,23,15,0.84,4.7,10.81,7.05,44,65,40.36,108,141,43.37,70,94,42.68,4.34,6.61,39.69,,,,,,,,,CBJ,Standard (2-way),Yes,"Jun. 23, 2023",25,Yes,,,1,RFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$190,000 ",$0 ,$0 
765,15,Bokondji Imama,OTT,26,"Aug. 3, 1996",Canada,214 lbs - 97 kg,"6'1"" - 185 cm",LW,Left,180 - Round 6 - 2015 (TBL),,,,6,0,0,0,0,1,1,0,5:35,0.13,1,8,5,0.23,1.79,14.32,8.94,4,8,33.33,26,28,48.15,20,14,58.82,0.69,0.72,48.94,,,,,,,,,OTT,Standard (2-way),,"Jul. 1, 2023",26,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$325,000 ",$0 ,$0 
766,16,Devin Cooley,SJS,26,27-May-97,United States,190 lbs - 86 kg,"6'5"" - 196 cm",G,Left,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,4.98,0.87,4.37,4.09,-0.28,BUF,Standard (2-way),,"Jul. 1, 2023",26,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$400,000 ",$0 ,$0 
767,17,Mitchell Chaffee,TBL,25,"Jan. 26, 1998",United States,207 lbs - 94 kg,"6'0"" - 183 cm",RW,Right,,,,,30,4,3,7,0.23,2,27,0.15,11:17,3.05,26,52,38,0.54,4.62,9.25,6.76,137,155,46.92,297,322,47.98,202,217,48.21,11.3,15.7,41.85,,,,,,,,,TBL,Standard (2-way),,"Jul. 1, 2023",25,Yes,,,1,UFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$250,000 ",$0 ,$0 
768,18,Radim Zohorna,PIT,27,"Apr. 29, 1996",Czech Republic,220 lbs - 100 kg,"6'6"" - 198 cm","LW, RW",Left,,,,,33,4,3,7,0.21,0,38,0.11,9:45,4.84,38,68,52,0.9,7.08,12.66,9.68,176,140,55.7,343,292,54.02,248,218,53.22,17.66,13.72,56.28,,,,,,,,,PIT,Standard (2-way),,"Jul. 2, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$375,000 ",$0 ,$0 
769,19,Calvin De Haan,TBL,32,9-May-91,Canada,195 lbs - 88 kg,"6'1"" - 185 cm",LD/RD,Left,12 - Round 1 - 2009 (NYI),,,,59,3,7,10,0.17,-9,56,0.05,16:37,2.11,56,163,92,0.13,3.43,9.97,5.63,392,469,45.53,844,965,46.66,573,661,46.43,42.57,49.58,46.2,,,,,,,,,TBL,Standard (1-way),,"Jul. 2, 2023",32,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
770,20,Hugh McGing,STL,24,"Jul. 11, 1998",United States,170 lbs - 77 kg,"5'8"" - 173 cm","LW, C",Left,138 - Round 5 - 2018 (STL),,,,5,0,0,0,0,-5,4,0,8:22,0.77,4,5,4,1.1,5.73,7.16,5.73,18,15,54.55,31,40,43.66,24,23,51.06,1.82,1.46,55.49,,,,,,,,,STL,Standard (2-way),,"Jul. 6, 2023",24,Yes,,,1,RFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$140,000 ",$0 ,$0 
771,21,Caleb Jones,COL,26,"Jun. 6, 1997",United States,194 lbs - 88 kg,"6'1"" - 185 cm",LD/RD,Left,117 - Round 4 - 2015 (EDM),,,,25,0,5,5,0.2,4,19,0,12:12,1.31,19,37,24,0.27,3.95,7.68,4.98,126,126,50,254,279,47.65,179,191,48.38,12.83,12.07,51.53,,,,,,,,,CAR,Standard (1-way),,"Aug. 10, 2023",26,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
772,22,Danton Heinen,BOS,27,"Jul. 5, 1995",Canada,188 lbs - 85 kg,"6'1"" - 185 cm","LW, RW",Left,116 - Round 4 - 2014 (BOS),,,,74,17,19,36,0.49,16,119,0.14,14:27,15.73,119,213,168,0.88,6.67,11.94,9.42,495,557,47.05,933,1104,45.8,687,823,45.5,47.7,59.03,44.69,,,,,,,,,BOS,Standard (1-way),,"Oct. 30, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
773,23,Mason Shaw,MIN,24,"Nov. 3, 1998",Canada,181 lbs - 82 kg,"5'9"" - 175 cm","LW, C",Left,97 - Round 4 - 2017 (MIN),,,Yes,20,1,2,3,0.15,0,21,0.05,8:11,1.45,21,39,30,0.53,7.7,14.29,11,62,82,43.06,128,180,41.56,94,120,43.93,4.87,4.94,49.64,,,,,,,,,MIN,Standard (2-way),,"Feb. 15, 2024",24,Yes,,,1,UFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$400,000 ",$0 ,$0 
774,24,Dominic Toninato,WPG,29,"Mar. 9, 1994",United States,191 lbs - 87 kg,"6'2"" - 188 cm","C, LW",Left,126 - Round 5 - 2012 (TOR),,,,15,1,4,5,0.33,7,12,0.08,10:11,1.94,12,28,21,0.76,4.71,10.99,8.24,72,63,53.33,156,138,53.06,112,93,54.63,6.89,4.09,62.69,,,,,,,,,WPG,Standard (2-way),Yes,"Apr. 19, 2023",29,,,,2,UFA,UFA,2025,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$350,000 ",$0 ,$0 
775,25,Trey Fix-Wolansky,CBJ,24,26-May-99,Canada,185 lbs - 84 kg,"5'8"" - 173 cm",RW,Right,204 - Round 7 - 2018 (CBJ),,,Yes,11,2,1,3,0.27,0,17,0.12,10:59,1.32,17,39,28,0.66,8.44,19.36,13.9,78,66,54.17,149,143,51.03,103,99,50.99,5.99,7.31,45.04,,,,,,,,,CBJ,Standard (2-way),Yes,"Jun. 27, 2023",24,Yes,,,2,RFA,RFA,2025,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$350,000 ",$0 ,$0 
776,26,Dryden Hunt,CGY,27,"Nov. 24, 1995",Canada,193 lbs - 88 kg,"6'0"" - 183 cm","LW, RW",Left,,,,,28,3,5,8,0.29,1,33,0.09,11:07,3.4,33,56,46,0.65,6.35,10.78,8.86,150,140,51.72,313,297,51.31,223,203,52.35,12.59,13.23,48.76,,,,,,,,,CGY,Standard (2-way),,"Jul. 2, 2023",27,,,,2,UFA,UFA,2025,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$350,000 ",$0 ,$0 
777,27,Brett Leason,ANA,24,"Apr. 30, 1999",Canada,215 lbs - 98 kg,"6'5"" - 196 cm",RW,Right,56 - Round 2 - 2019 (WSH),,,Yes,68,11,11,22,0.32,-7,91,0.12,13:00,8.15,91,171,128,0.56,6.26,11.77,8.81,304,512,37.25,630,1073,36.99,444,725,37.97,28.71,58.3,33,,,,,,,,,WSH,Standard (1-way),Yes,"Jun. 20, 2022",23,,,,2,RFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$800,000 ","$800,000 ","$800,000 ",$0 ,$0 
778,28,Cole Smith,NSH,27,"Oct. 28, 1995",United States,195 lbs - 88 kg,"6'3"" - 191 cm","RW, LW",Left,,,,,80,9,14,23,0.29,5,112,0.08,13:41,15.79,112,194,149,0.87,6.14,10.63,8.16,422,643,39.61,872,1196,42.17,632,872,42.02,47.08,66.15,41.58,,,,,,,,,NSH,Standard (1-way),Yes,"Feb. 6, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
779,29,Mark Jankowski,NSH,28,"Sep. 13, 1994",Canada,212 lbs - 96 kg,"6'4"" - 193 cm","C, LW",Left,21 - Round 1 - 2012 (CGY),,,,32,7,8,15,0.47,11,48,0.15,12:40,7.39,48,90,73,1.09,7.09,13.3,10.79,224,180,55.45,437,345,55.88,325,244,57.12,23.22,18.14,56.13,,,,,,,,,NSH,Standard (1-way),Yes,"Mar. 13, 2023",28,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
780,30,Jake Christiansen,CBJ,23,"Sep. 12, 1999",Canada,195 lbs - 88 kg,"6'1"" - 185 cm",LD/RD,Left,,,,Yes,12,0,2,2,0.17,-5,7,0,13:13,0.35,7,21,14,0.13,2.65,7.94,5.3,51,94,35.17,120,196,37.97,82,142,36.61,3.62,9.15,28.35,,,,,,,,,CBJ,Standard (2-way),Yes,"Jun. 5, 2023",23,Yes,,,1,RFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$275,000 ",$0 ,$0 
781,31,Scott Perunovich,STL,24,"Aug. 18, 1998",United States,172 lbs - 78 kg,"5'9"" - 175 cm",LD,Left,45 - Round 2 - 2018 (STL),,,Yes,54,0,17,17,0.31,1,36,0,15:16,1.86,36,80,53,0.14,2.62,5.82,3.86,431,355,54.83,832,705,54.13,613,519,54.15,45.04,36.81,55.03,,,,,,,,,STL,Standard (1-way),Yes,"Jun. 24, 2023",24,Yes,,,1,RFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
782,32,Matthew Highmore,OTT,27,"Feb. 27, 1996",Canada,188 lbs - 85 kg,"5'11"" - 180 cm","LW, RW",Left,,,,,7,0,2,2,0.29,0,1,0,7:42,0.5,1,6,6,0.56,1.11,6.67,6.67,14,27,34.15,33,70,32.04,21,41,33.86,0.77,3.82,16.78,,,,,,,,,OTT,Standard (2-way),,"Jul. 1, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$400,000 ",$0 ,$0 
783,33,Ryan Carpenter,SJS,32,"Jan. 18, 1991",United States,200 lbs - 91 kg,"6'0"" - 183 cm","RW, C",Right,,,,,62,5,7,12,0.19,-16,58,0.09,11:06,7.22,58,101,87,0.64,5.13,8.94,7.7,273,387,41.36,574,768,42.77,414,551,42.9,24.75,44.47,35.76,,,,,,,,,SJS,Standard (2-way),,"Jul. 1, 2023",32,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$400,000 ",$0 ,$0 
784,34,William Lagesson,ANA,27,"Feb. 22, 1996",Sweden,196 lbs - 89 kg,"6'2"" - 188 cm",LD/RD,Left,91 - Round 4 - 2014 (EDM),,,,40,0,4,4,0.1,3,19,0,14:47,0.74,17,60,29,0.08,1.78,6.28,3.03,237,257,47.98,503,579,46.49,354,390,47.58,20.95,26.03,44.59,,,,,,,,,TOR,Standard (2-way),,"Jul. 1, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$450,000 ",$0 ,$0 
785,35,Jack Johnson,COL,36,"Jan. 13, 1987",United States,227 lbs - 103 kg,"6'1"" - 185 cm",LD,Left,3 - Round 1 - 2005 (CAR),,,,80,3,13,16,0.2,15,76,0.04,14:55,3.44,75,200,110,0.18,3.83,10.21,5.62,547,601,47.65,1117,1258,47.03,791,911,46.47,47.44,58.09,44.95,,,,,,,,,COL,35+ (1-way),,"Jul. 2, 2023",36,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
786,36,Samuel Fagemo,LAK,23,"Mar. 14, 2000",Sweden,190 lbs - 86 kg,"6'0"" - 183 cm","LW, RW",Right,50 - Round 2 - 2019 (LAK),,,,8,1,0,1,0.13,-1,13,0.08,9:11,0.85,13,19,15,0.69,10.62,15.51,12.25,39,31,55.71,70,57,55.12,54,38,58.7,4.01,1.99,66.89,,,,,,,,,LAK,Standard (2-way),,"Jul. 6, 2023",23,,,,1,RFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$100,000 ",$0 ,$0 
787,37,Benoit-Olivier Groulx,ANA,23,"Feb. 6, 2000",France,198 lbs - 90 kg,"6'2"" - 188 cm",C,Left,54 - Round 2 - 2018 (ANA),,,,45,0,2,2,0.04,-9,32,0,12:11,4.12,32,82,54,0.45,3.5,8.97,5.91,183,307,37.35,400,653,37.99,281,451,38.39,17.89,34.04,34.45,,,,,,,,,ANA,Standard (2-way),,"Jul. 14, 2023",23,,,,1,RFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$100,000 ",$0 ,$0 
788,38,Jan Jeník,UTA,22,"Sep. 15, 2000",Czech Republic,171 lbs - 78 kg,"6'1"" - 185 cm",C,Left,65 - Round 3 - 2018 (ARI),,,,5,0,1,1,0.2,-1,2,0,8:22,0.12,2,5,4,0.17,2.87,7.16,5.73,16,15,51.61,36,47,43.37,24,25,48.98,1.28,1.73,42.52,,,,,,,,,ARI,Standard (2-way),,"Sep. 20, 2023",22,,,,1,RFA,RFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$100,000 ",$0 ,$0 
789,39,Sam Gagner,EDM,33,"Aug. 10, 1989",Canada,200 lbs - 91 kg,"5'11"" - 180 cm","RW, C",Right,6 - Round 1 - 2007 (EDM),,,,28,5,5,10,0.36,-2,48,0.1,10:12,4.69,48,74,60,1.02,10.42,16.05,13.02,165,105,61.11,316,231,57.77,218,163,57.22,14.61,9.03,61.78,,,,,,,,,EDM,Standard (2-way),,"Oct. 31, 2023",33,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$250,000 ",$0 ,$0 
790,40,Brandon Gignac,MTL,25,"Nov. 7, 1997",Canada,170 lbs - 77 kg,"5'11"" - 180 cm",C,Left,80 - Round 3 - 2016 (NJD),,,,7,1,0,1,0.14,-3,7,0.14,11:38,0.98,6,9,8,0.72,4.42,6.62,5.89,30,56,34.88,62,105,37.13,44,74,37.29,2.6,5.44,32.34,,,,,,,,,MTL,Standard (2-way),,"Feb. 4, 2024",25,,,,2,UFA,UFA,2025,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$150,000 ",$0 ,$0 
791,41,Paul Cotter,VGK,23,"Nov. 16, 1999",United States,185 lbs - 84 kg,"6'0"" - 183 cm","LW, RW",Left,115 - Round 4 - 2018 (VGK),,,,76,7,18,25,0.33,-11,100,0.07,12:43,12.24,100,199,153,0.77,6.28,12.49,9.6,449,478,48.44,942,1023,47.94,658,699,48.49,43.77,38.26,53.36,,,,,,,,,VGK,Standard (2-way),Yes,"Aug. 13, 2022",23,,,,3,RFA,RFA,2026,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$125,000 ",$0 ,$0 
792,42,Cole Koepke,TBL,25,17-May-98,United States,195 lbs - 88 kg,"6'1"" - 185 cm","LW, RW",Left,183 - Round 6 - 2018 (TBL),,,,9,0,2,2,0.22,0,9,0,6:42,1.09,9,15,13,1.08,8.94,14.92,12.93,23,29,44.23,43,59,42.16,33,42,44,2.43,2.18,52.71,,,,,,,,,TBL,Standard (2-way),Yes,"Jun. 14, 2023",25,Yes,,,1,RFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$100,000 ",$0 ,$0 
793,43,Rourke Chartier,OTT,27,"Apr. 3, 1996",Canada,203 lbs - 92 kg,"6'0"" - 183 cm",C,Left,149 - Round 5 - 2014 (SJS),,,,37,2,1,3,0.08,-4,40,0.05,10:46,3.59,40,65,52,0.54,6.02,9.78,7.83,146,207,41.36,299,434,40.79,208,292,41.6,11.48,20.46,35.94,,,,,,,,,OTT,Standard (2-way),,"Jul. 1, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$300,000 ",$0 ,$0 
794,44,Riley Tufte,COL,25,"Apr. 10, 1998",United States,220 lbs - 100 kg,"6'6"" - 198 cm",LW,Left,25 - Round 1 - 2016 (DAL),,,,5,1,1,2,0.4,-2,7,0.14,11:07,0.64,7,11,10,0.69,7.55,11.87,10.79,22,28,44,41,59,41,31,51,37.79,1.72,3.44,33.33,,,,,,,,,COL,Standard (2-way),,"Jul. 1, 2023",25,Yes,,,1,UFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$375,000 ",$0 ,$0 
795,45,Jiri Patera,VGK,24,"Feb. 24, 1999",Czech Republic,209 lbs - 95 kg,"6'2"" - 188 cm",G,Left,161 - Round 6 - 2017 (VGK),,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3.99,0.893,3.98,3.35,-0.63,VGK,Standard (2-way),,"Jul. 2, 2023",24,Yes,,,1,RFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$100,000 ",$0 ,$0 
796,46,John Leonard,UTA,24,"Aug. 7, 1998",United States,185 lbs - 84 kg,"5'11"" - 180 cm","LW, RW",Left,182 - Round 6 - 2018 (SJS),,,,6,1,0,1,0.17,-1,5,0.2,6:52,0.17,5,11,6,0.25,7.28,16.02,8.74,15,24,38.46,33,46,41.77,19,31,38,1.03,1.7,37.72,,,,,,,,,ARI,Standard (2-way),,"Jul. 2, 2023",24,Yes,,,1,UFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$80,000 ",$0 ,$0 
797,47,Pierre-Édouard Bellemare,SEA,38,"Mar. 6, 1985",France,198 lbs - 90 kg,"6'0"" - 183 cm","C, LW",Left,,,,,40,4,3,7,0.18,4,36,0.11,9:50,3.09,34,67,50,0.48,5.32,10.49,7.83,133,182,42.22,310,394,44.03,210,274,43.39,11.77,21.27,35.61,,,,,,,,,SEA,35+ (1-way),,"Jul. 7, 2023",38,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
798,48,Oskar Sundqvist,STL,29,"Mar. 23, 1994",Sweden,209 lbs - 95 kg,"6'3"" - 191 cm","RW, C",Right,81 - Round 3 - 2012 (PIT),,,,71,6,15,21,0.3,-6,68,0.09,13:14,10.24,68,136,112,0.65,4.34,8.68,7.14,379,539,41.29,710,1084,39.58,529,774,40.6,40.15,59.97,40.1,,,,,,,,,STL,Standard (1-way),,"Jul. 12, 2023",29,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
799,49,Ben Meyers,ANA,24,"Nov. 15, 1998",United States,195 lbs - 88 kg,"5'11"" - 180 cm","LW, C",Left,,,,,23,1,2,3,0.13,-4,12,0.08,10:06,1.52,12,34,22,0.39,3.1,8.77,5.68,67,91,42.41,163,195,45.53,105,146,41.83,5.46,8.71,38.53,,,,,,,,,COL,Standard (1-way),,"Jul. 26, 2023",24,,,,1,RFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
800,0,Oskar Sundqvist,STL,29,"Mar. 23, 1994",Sweden,209 lbs - 95 kg,"6'3"" - 191 cm","RW, C",Right,81 - Round 3 - 2012 (PIT),,,,71,6,15,21,0.3,-6,68,0.09,13:14,10.24,68,136,112,0.65,4.34,8.68,7.14,379,539,41.29,710,1084,39.58,529,774,40.6,40.15,59.97,40.1,,,,,,,,,STL,Standard (1-way),,"Jul. 12, 2023",29,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
801,1,Ben Meyers,ANA,24,"Nov. 15, 1998",United States,195 lbs - 88 kg,"5'11"" - 180 cm","LW, C",Left,,,,,23,1,2,3,0.13,-4,12,0.08,10:06,1.52,12,34,22,0.39,3.1,8.77,5.68,67,91,42.41,163,195,45.53,105,146,41.83,5.46,8.71,38.53,,,,,,,,,COL,Standard (1-way),,"Jul. 26, 2023",24,,,,1,RFA,UFA Group 6,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$775,000 ",$0 ,$0 
802,2,Max Willman,NJD,28,"Feb. 13, 1995",United States,198 lbs - 90 kg,"6'1"" - 185 cm",LW,Left,121 - Round 5 - 2014 (BUF),,,,18,3,1,4,0.22,1,17,0.18,8:19,1.18,17,24,18,0.47,6.8,9.6,7.2,59,99,37.34,108,162,40,78,125,38.42,3.11,8.24,27.4,,,,,,,,,NJD,Standard (2-way),,"Oct. 7, 2023",28,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$135,000 ",$0 ,$0 
803,3,Joel Kiviranta,COL,27,"Mar. 23, 1996",Finland,175 lbs - 79 kg,"5'10"" - 178 cm","RW, LW",Left,,,,,56,3,6,9,0.16,-1,48,0.06,9:50,5.74,48,78,60,0.63,5.23,8.49,6.53,222,274,44.76,432,554,43.81,303,393,43.53,19.71,28.78,40.65,,,,,,,,,COL,Standard (2-way),,"Nov. 12, 2023",27,,,,1,UFA,UFA,2024,"$775,000 ",0.90%,"$775,000 ","$775,000 ","$775,000 ","$250,000 ",$0 ,$0 
